tweet_text,cyberbullying_type,word_count,cleaned_text,label
@AOCummies In Ireland of of the university's newspaper claimed a group chat of agriculture science students were po… https://t.co/IVe97YaiRY,Revenge Porn,19,in ireland of of the universitys newspaper claimed a group chat of agriculture science students were po,2
"// drama

how can you call this a safe community when there’s literal defence of revenge porn of an actual child going around.",Revenge Porn,23,"drama

how can you call this a safe community when theres literal defence of revenge porn of an actual child going around",2
@trashbag72 posted a nsfw audio of phantom from when he was 14. which is considered both child AND revenge porn. both felonies.,Revenge Porn,22,posted a nsfw audio of phantom from when he was 14 which is considered both child and revenge porn both felonies,2
My muted words list is growing today. So you know how cancel culture is growing these days. Just curious but what w… https://t.co/xLuAgqxVmq,Revenge Porn,23,my muted words list is growing today so you know how cancel culture is growing these days just curious but what w,2
Is Stephen Bear not in prison yet for his revenge porn so that he can stop posting legit porn on here?,Revenge Porn,21,is stephen bear not in prison yet for his revenge porn so that he can stop posting legit porn on here,2
"The EEOC Q &amp; A Title VII of the Civil Rights Act of 1964 does not address Sextortion, Revenge Porn, or Deep Fakes e… https://t.co/rcw3rqJfdG",Revenge Porn,25,the eeoc q amp a title vii of the civil rights act of 1964 does not address sextortion revenge porn or deep fakes e,2
@OffBrandHeels I think he's a reality person that's moved over to OF 🤷‍♀️ but also known for releasing revenge porn… https://t.co/uz3L2QIwXl,Revenge Porn,21,i think hes a reality person thats moved over to of  but also known for releasing revenge porn,2
"@ProudSocialist to be fair... in Afghanistan's case it was mostly for revenge and intimidation...

I mean, how dare… https://t.co/Ofrrau1YzS",Revenge Porn,19,"to be fair in afghanistans case it was mostly for revenge and intimidation

i mean how dare",2
"@Zephead22 @youwouldknow I just googled it. Reality tv star who has made lots of money from making porn videos, including ‘revenge porn’ 😮",Revenge Porn,23,i just googled it reality tv star who has made lots of money from making porn videos including revenge porn,2
"Sharing st*phen be*r’s content, even to take the piss out of it, is contributing to the platform of a man guilty of… https://t.co/ZM4jJJV9lY",Revenge Porn,23,sharing stphen bers content even to take the piss out of it is contributing to the platform of a man guilty of,2
"@TheMadBumble @jammycat8 Oh he’s vile , he’s been on a lot of reality tv shows , had celeb gfs that’s he’s cheated… https://t.co/3iQf61xMkZ",Revenge Porn,23,oh hes vile  hes been on a lot of reality tv shows  had celeb gfs thats hes cheated,2
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/fc8SqkD6Fh",Revenge Porn,20,the joliet officer wants to add former chief al roechner former officer phil bergner and detective don mckinney as,2
this show is revenge porn specifically made for specifically me https://t.co/p1dor2Bun3,Revenge Porn,11,this show is revenge porn specifically made for specifically me,2
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/oBCtos2MWp",Revenge Porn,20,the joliet officer wants to add former chief al roechner former officer phil bergner and detective don mckinney as,2
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/DNbi1NrRkW",Revenge Porn,20,the joliet officer wants to add former chief al roechner former officer phil bergner and detective don mckinney as,2
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/UTbgpo3I7q",Revenge Porn,20,the joliet officer wants to add former chief al roechner former officer phil bergner and detective don mckinney as,2
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/goFFYwj8q9",Revenge Porn,20,the joliet officer wants to add former chief al roechner former officer phil bergner and detective don mckinney as,2
Socha's Revenge Porn Lawsuit: Roechner Got Rid Of His Phone  https://t.co/toDrnsxdlG @JohnHowellWLS @davesavinicbs2 @JolietPolice,Revenge Porn,14,sochas revenge porn lawsuit roechner got rid of his phone,2
"@NOnatopp Is it revenge porn do you think? If it backfires, it backfires, but we'll see what happens.
I can't imagi… https://t.co/DBnGV2IsL1",Revenge Porn,22,"is it revenge porn do you think if it backfires it backfires but well see what happens
i cant imagi",2
"@TalehTalia I am no expert, but I know there’s been a lot of tightening up on ‘revenge porn’ mentioned in the press… https://t.co/z0jKKQ2i3Z",Revenge Porn,23,i am no expert but i know theres been a lot of tightening up on revenge porn mentioned in the press,2
"Should all off-campus crimes that impact a students' education, including but not limited to, sexual assault, cyber… https://t.co/EAIj8cGUgm",Revenge Porn,18,should all offcampus crimes that impact a students education including but not limited to sexual assault cyber,2
"The following have NOT enacted a ban on revenge porn: Mississippi, Massachusetts, and South Carolina, Wyoming, and… https://t.co/KIgyDornd1",Revenge Porn,18,the following have not enacted a ban on revenge porn mississippi massachusetts and south carolina wyoming and,2
"there is no reason that justifies revenge porn, we do not teach sexual predators not to harass others by posting th… https://t.co/byYvxswdAR",Revenge Porn,22,there is no reason that justifies revenge porn we do not teach sexual predators not to harass others by posting th,2
You don't care? Well Erica and nengi are good but you're still angry. I wish you'll take time for yourself and cons… https://t.co/IEPnfKHK7w,Revenge Porn,23,you dont care well erica and nengi are good but youre still angry i wish youll take time for yourself and cons,2
"sending thousands of people to cyberbully and harass a loser (and doxxing them by posting revenge porn, their numbe… https://t.co/m1GtL88ER3",Revenge Porn,20,sending thousands of people to cyberbully and harass a loser and doxxing them by posting revenge porn their numbe,2
@stephen__bear @Jessica_Smithxo @TwitterSupport @Twitter do something about this vile man. He’s already been arrest for revenge porn!,Revenge Porn,17,do something about this vile man hes already been arrest for revenge porn,2
"Rather than a patchwork of state laws, revenge porn would be best regulated -&amp; curtailed-by a uniform federal law,… https://t.co/Kb1zUuEw5l",Revenge Porn,20,rather than a patchwork of state laws revenge porn would be best regulated amp curtailedby a uniform federal law,2
"@Sineadburke10 @theglamchop Ha ha. He is properly ruining that girl, it is like live revenge porn already available… https://t.co/5JOMn0oPfp",Revenge Porn,19,ha ha he is properly ruining that girl it is like live revenge porn already available,2
"@_FartyOwl Apparently he was on love island, I’d never heard of him before until I heard of him doing revenge porn… https://t.co/6AEyuyMdJa",Revenge Porn,22,apparently he was on love island id never heard of him before until i heard of him doing revenge porn,2
@BrokeboiLemur @VLage_ @Drisuboy @Struggle_Tweet yeah but it’s still better than a website profiting off of cp or revenge porn 🤷,Revenge Porn,20,yeah but its still better than a website profiting off of cp or revenge porn,2
@jxeker I thought he was supposed to be getting done for revenge porn?!,Revenge Porn,13,i thought he was supposed to be getting done for revenge porn,2
I deleted my OF because this guy I dated for like a month found it and he just really seems like the revenge porn t… https://t.co/VezuiEvF8s,Revenge Porn,26,i deleted my of because this guy i dated for like a month found it and he just really seems like the revenge porn t,2
@amberjasmine__ I heard about the revenge porn thing but not that he was a pedo? Whaaaat? 🤯,Revenge Porn,17,i heard about the revenge porn thing but not that he was a pedo whaaaat,2
@wilbvrny wouldn’t doing that also be considered revenge porn? there’s laws against that shit as well,Revenge Porn,16,wouldnt doing that also be considered revenge porn theres laws against that shit as well,2
@ItsBexley Oh god no me either but It’s just them two sicken me lol sooo desperate for money and fame that you’re o… https://t.co/K5UlBv1VCd,Revenge Porn,24,oh god no me either but its just them two sicken me lol sooo desperate for money and fame that youre o,2
"@shash_____ Only found some revenge sharing of porn with ex or something. But still no underage. 

Does not look to be a very smart guy.",Revenge Porn,25,"only found some revenge sharing of porn with ex or something but still no underage 

does not look to be a very smart guy",2
"@DemeryUK @stephen__bear For your revenge porn of Saigon, I’m blocking you.",Revenge Porn,11,for your revenge porn of saigon im blocking you,2
"@DemeryUK @stephen__bear Oh it gets worse, not just revenge porn (which is bad enough as it is) but revenge porn of a 15 year old child.",Revenge Porn,26,oh it gets worse not just revenge porn which is bad enough as it is but revenge porn of a 15 year old child,2
Having just seen why @stephen__bear was trending (yuk) then finding out the fucker is on trial for posting revenge… https://t.co/aOI09ZBjlu,Revenge Porn,20,having just seen why  was trending yuk then finding out the fucker is on trial for posting revenge,2
"@yorkslass1972 😂 a chair? Could think of worse things 🤣
Urgh. Man knocks me sick! 🤮 posted revenge porn and picture… https://t.co/GXX79prZ5F",Revenge Porn,22,"a chair could think of worse things 
urgh man knocks me sick  posted revenge porn and picture",2
"The New Mutiny - Revenge Porn   
#nowplaying
#wodustudios #collegeradio 
#listenlive",Revenge Porn,10,the new mutiny  revenge porn,2
@SGarbaggio @Struggle_Tweet I think the last one is just a correlation between most men watch porn. Most of the rep… https://t.co/zt6hkOSfeV,Revenge Porn,21,i think the last one is just a correlation between most men watch porn most of the rep,2
@georgiaharisonx who is tweeting about making Twitter a safer space (considering the minimum age of joining is 13)… https://t.co/szVv79ejYJ,Revenge Porn,19,who is tweeting about making twitter a safer space considering the minimum age of joining is 13,2
"The Criminalization of ""Revenge Porn"" | Psychology Today https://t.co/NKa5v525Lz",Revenge Porn,9,the criminalization of revenge porn  psychology today,2
@Michele97777714 @googlenews You can see jealousy and revenge porn a mile away @MaureenDowd,Revenge Porn,13,you can see jealousy and revenge porn a mile away,2
@Revenge_Is_Dead @aeniiac Muslim here AND- Draw however you want as long as it’s not porn or nsfw/ disrespect the h… https://t.co/Zk4wi47jIo,Revenge Porn,21,muslim here and draw however you want as long as its not porn or nsfw disrespect the h,2
"@ThisIsZHere @HomeAlonRoyal @Struggle_Tweet Cp, revenge porn, and human trafficking are all examples of people bein… https://t.co/UnaBAqJhwz",Revenge Porn,16,cp revenge porn and human trafficking are all examples of people bein,2
"@ThisIsZHere @HomeAlonRoyal @Struggle_Tweet Cp, revenge porn, and human trafficking are all examples of people bein… https://t.co/UnaBAqJhwz",Revenge Porn,16,cp revenge porn and human trafficking are all examples of people bein,2
@ThisIsZHere @HomeAlonRoyal @Struggle_Tweet Free porn sites often host (and therefore profit off through ads) illeg… https://t.co/WVwBIZn2x8,Revenge Porn,16,free porn sites often host and therefore profit off through ads illeg,2
@Rhip_diPunana Isn’t he in a mess with the whole revenge porn on his ex?,Revenge Porn,14,isnt he in a mess with the whole revenge porn on his ex,2
"When picking your photo, maybe you shouldn't use the one of yourself going to court on revenge porn charges.… https://t.co/czg4Kalvph",Revenge Porn,20,when picking your photo maybe you shouldnt use the one of yourself going to court on revenge porn charges,2
Doxing: how to stop your personal photos and details from being shared without your consent. Via @StylistMagazine… https://t.co/ciY6yci91Q,Revenge Porn,18,doxing how to stop your personal photos and details from being shared without your consent via,2
@CarlyHattle Maybe it’s not her then but basically he’s going jail for revenge porn coz he recorded a girl unknowin… https://t.co/3Jq7n2amze,Revenge Porn,21,maybe its not her then but basically hes going jail for revenge porn coz he recorded a girl unknowin,2
"@stephen__bear @Jessica_Smithxo Getting practice in before you get sent down.

Another revenge porn victim",Revenge Porn,14,"getting practice in before you get sent down

another revenge porn victim",2
@HaightNotHate Ours are completely protective to the company. Which puts the employees as a side obstacle. Which ma… https://t.co/uSQi4BYeiR,Revenge Porn,19,ours are completely protective to the company which puts the employees as a side obstacle which ma,2
"their personal work for other, personal projects from getting used and legally owned by the company they work for.… https://t.co/r3HSeH7KYN",Revenge Porn,20,their personal work for other personal projects from getting used and legally owned by the company they work for,2
@fjongcals @oneeyedjoehoe2 @itzg3orgia @minimil4n And that’s understandable. I can’t stand when people are casual a… https://t.co/i399TQr0DH,Revenge Porn,16,and thats understandable i cant stand when people are casual a,2
@Alex_Miar Revenge porn is illegal. You can sue them.,Revenge Porn,9,revenge porn is illegal you can sue them,2
Wigan man in 'revenge porn' guilty plea https://t.co/tEtO2dEhNF,Revenge Porn,8,wigan man in revenge porn guilty plea,2
"So question.. if someone influential (of sorts) is threatening with revenge porn, what's the best way to handle the… https://t.co/ftovRLF6Tt",Revenge Porn,20,so question if someone influential of sorts is threatening with revenge porn whats the best way to handle the,2
"@icemachine79 @Ale1000C Now you're just making up shit. We don't support revenge porn, where the fuck does this com… https://t.co/yVx6GbMZ9H",Revenge Porn,20,now youre just making up shit we dont support revenge porn where the fuck does this com,2
"🔴 Lessons will teach pupils about the the law, sexual assault, “victim blaming”, and revenge porn in a package camp… https://t.co/LItodywGu4",Revenge Porn,21,lessons will teach pupils about the the law sexual assault victim blaming and revenge porn in a package camp,2
"School children to have lessons in consent, sexual assault and revenge porn | The Telegraph https://t.co/OhVUchLam1",Revenge Porn,16,school children to have lessons in consent sexual assault and revenge porn  the telegraph,2
@ONETTTAA LMAOO this is revenge porn. I’m suing you bitch,Revenge Porn,10,lmaoo this is revenge porn im suing you bitch,2
Thank the govt in AUSTRALIA for bringing in REVENGE PORN laws. Someone needed to protect those with shared nudity i… https://t.co/QZ4VpPNbpq,Revenge Porn,21,thank the govt in australia for bringing in revenge porn laws someone needed to protect those with shared nudity i,2
"School children to have lessons in consent, sexual assault and revenge porn | The Telegraph https://t.co/j9eC0waAdl",Revenge Porn,16,school children to have lessons in consent sexual assault and revenge porn  the telegraph,2
"School children to have lessons in consent, sexual assault and revenge porn | The Telegraph https://t.co/KgHBNKlyws",Revenge Porn,16,school children to have lessons in consent sexual assault and revenge porn  the telegraph,2
Security Summit 2021 - Women for Security su Sexting e Revenge Porn https://t.co/taU49yMlJD,Revenge Porn,13,security summit 2021  women for security su sexting e revenge porn,2
"@big_rich_rodney 
@RichRodney_Prod
@RichRodney_ 
https://t.co/HnoVW04Lov
https://t.co/BzLVqsLwdf… https://t.co/tBONzPIySu",Revenge Porn,6,,2
"@Andidraws1 I feel like if some guy sends a stranger a dick pic they emphatically did not ask for, then whatever th… https://t.co/Y5FXPjpgNw",Revenge Porn,23,i feel like if some guy sends a stranger a dick pic they emphatically did not ask for then whatever th,2
@archeopsgui That’s what I thought. But I guess there’s a blurred line between art and ‘revenge porn’ that I do t want to fall foul of 😅,Revenge Porn,27,thats what i thought but i guess theres a blurred line between art and revenge porn that i do t want to fall foul of,2
@adudesnerdery @ElizMcQuern Public and private hospitals alike are prohibited by law from denying a patient care in… https://t.co/XC29K491Ja,Revenge Porn,18,public and private hospitals alike are prohibited by law from denying a patient care in,2
@ManalS116 Me too with Poa and i  only liked Larissa for drama reasons i know she's pos mother but i did feel bad f… https://t.co/ShGMosAlNX,Revenge Porn,25,me too with poa and i  only liked larissa for drama reasons i know shes pos mother but i did feel bad f,2
"@rezzyredhonky @KayelamityJane Revenge porn. And War by metrics.
#WarriorEthos",Revenge Porn,9,revenge porn and war by metrics,2
man i love when porn has a revenge plot,Revenge Porn,9,man i love when porn has a revenge plot,2
@icemachine79 @Cathemerality @discordspies @tragic_endings_ What the fuck are you suggesting? Publically posting yo… https://t.co/UXYXTu2bzp,Revenge Porn,14,what the fuck are you suggesting publically posting yo,2
@_CMehine_ @Cathemerality @discordspies @tragic_endings_ Not by them.  I thought radfems were opposed to revenge porn.,Revenge Porn,15,not by them  i thought radfems were opposed to revenge porn,2
"@RRobloxR34 If you call me minor, you going to revenge porn on the_rr34",Revenge Porn,13,if you call me minor you going to revenge porn on the_rr34,2
Revenge porn is punishable by law,Revenge Porn,6,revenge porn is punishable by law,2
"@KayelamityJane What? I’m Gen X and it was obvious what had happened and would happen.
And it pretty much happened…… https://t.co/oQSpSvR2xE",Revenge Porn,21,"what im gen x and it was obvious what had happened and would happen
and it pretty much happened",2
@jendrained @imgogurtsonline Very cool the revenge porn kid throws her trash opinion anywhere,Revenge Porn,13,very cool the revenge porn kid throws her trash opinion anywhere,2
"@Wishbone_Sloane Thank fuck for that, I would rather not find you if it's people posting revenge porn. 🤷‍♂️",Revenge Porn,18,thank fuck for that i would rather not find you if its people posting revenge porn,2
"16 Aug 2020
Teen frontrunner in Kansas political race admits revenge porn
#OneYearToday https://t.co/6xhfhG0vX3",Revenge Porn,14,"16 aug 2020
teen frontrunner in kansas political race admits revenge porn",2
@PJAudios Isn’t it? They should have been around and a lot more strict years and years ago. Even now they need to b… https://t.co/gWRhM81ARK,Revenge Porn,24,isnt it they should have been around and a lot more strict years and years ago even now they need to b,2
"@PJAudios Tell me about it. It went even deeper than that, but that’s the gist of it! All before revenge porn laws… https://t.co/RWHc96m9C7",Revenge Porn,23,tell me about it it went even deeper than that but thats the gist of it all before revenge porn laws,2
@JB93621 @AsianJamesBB17 revenge porn,Revenge Porn,4,revenge porn,2
@CoreySherrif @craftymuvva @AlanFreestone @BBCBreaking @Nigel_Farage You’ll never see a man doing it because you ne… https://t.co/ePRyrHdjBn,Revenge Porn,16,youll never see a man doing it because you ne,2
What do you mean by intentionally lol and would you? — I had two exes secretly record and then post it after I brok… https://t.co/2wAi2V5iQo,Revenge Porn,25,what do you mean by intentionally lol and would you  i had two exes secretly record and then post it after i brok,2
@DailyPowrRangrs @honeyghosted ...I certainly wouldn't show it to my 7 year-old daughter who loves Dino Fury. Not w… https://t.co/Su9f1hpDJS,Revenge Porn,19,i certainly wouldnt show it to my 7 yearold daughter who loves dino fury not w,2
I haven’t forgotten you bitches that stayed following a sexual predator who posted revenge porn for the sake of the “drama”. Losers.,Revenge Porn,22,i havent forgotten you bitches that stayed following a sexual predator who posted revenge porn for the sake of the drama losers,2
"her ex hacked her deactivated nsfw account, everyone take a second to report it. this is revenge porn https://t.co/EjuhPMiZJj",Revenge Porn,19,her ex hacked her deactivated nsfw account everyone take a second to report it this is revenge porn,2
"Rather than a patchwork of state laws, revenge porn would be best regulated—and curtailed—by a uniform federal law,… https://t.co/6C9MvUuoqI",Revenge Porn,19,rather than a patchwork of state laws revenge porn would be best regulatedand curtailedby a uniform federal law,2
@yorkshiregirl91 @stephen__bear @Jessica_Smithxo I am not saying I condone revenge porn but holding it against him… https://t.co/2HDDw8Zzz5,Revenge Porn,17,i am not saying i condone revenge porn but holding it against him,2
@zara85342275 @sashacela @stephen__bear @Jessica_Smithxo He has a history of controlling and abusing relationships.… https://t.co/X1g4tSPnqi,Revenge Porn,14,he has a history of controlling and abusing relationships,2
@yorkshiregirl91 @stephen__bear @Jessica_Smithxo Hey “p” or Yorkshiregirl…. Ty for the help 😚 I haven’t said that r… https://t.co/kU3dsIMxZy,Revenge Porn,18,hey p or yorkshiregirl ty for the help  i havent said that r,2
"This is kind of fun now he’s threatening revenge porn by making up videos and pictures of me

This could get  interesting

@GQMagazine",Revenge Porn,23,"this is kind of fun now hes threatening revenge porn by making up videos and pictures of me

this could get  interesting",2
@PunishedEboy @corleyraejepsen @mikescubes @Potholdaz I'm grown up enough to not frequent a site that has tons of c… https://t.co/j4oySMyRyM,Revenge Porn,19,im grown up enough to not frequent a site that has tons of c,2
@cannibalwhxre Hunter get help please this is just revenge porn,Revenge Porn,10,hunter get help please this is just revenge porn,2
@i_amchipo Yalikaba. Well I think a lot of people do it and I can't really judge. Revenge porn is just as bad as it gets man.,Revenge Porn,26,yalikaba well i think a lot of people do it and i cant really judge revenge porn is just as bad as it gets man,2
@taestylze @justdayyz why are yall promoting revenge porn??? bl0nks as well as armpits who do this shit are both disgusting as hell,Revenge Porn,22,why are yall promoting revenge porn bl0nks as well as armpits who do this shit are both disgusting as hell,2
@leteubank q q é slut shaming e revenge porn,Revenge Porn,9,q q é slut shaming e revenge porn,2
@LusumpaJoseph I mean I support their message really. It wouldn't make sense to punish a victim of revenge porn. I'… https://t.co/RAWTMUJ5ls,Revenge Porn,21,i mean i support their message really it wouldnt make sense to punish a victim of revenge porn i,2
The number of revenge porn victims  in our country is quite alarming.,Revenge Porn,12,the number of revenge porn victims  in our country is quite alarming,2
@vfvante @najisujhojitajk I'm pretty sure a good lawyer could make a case that using it maliciously as revenge porn… https://t.co/LNUFnC87tf,Revenge Porn,20,im pretty sure a good lawyer could make a case that using it maliciously as revenge porn,2
@Felpstheboy revenge porn*,Revenge Porn,3,revenge porn,2
b!tches be promoting sexual harassment and revenge porn on this app over kpop https://t.co/GVWuH4aLmW,Revenge Porn,14,btches be promoting sexual harassment and revenge porn on this app over kpop,2
@btsismykosmos02 yall are advocating for revenge porn rather than reporting the og person??😶 worms for brains fr ho… https://t.co/t9KDKuBMsc,Revenge Porn,19,yall are advocating for revenge porn rather than reporting the og person worms for brains fr ho,2
"@SinfulSpikeus Anna Kasparian is a terrible person.
Trust me you do not want to be associated with her. She is not… https://t.co/MsFPlN6U4K",Revenge Porn,22,"anna kasparian is a terrible person
trust me you do not want to be associated with her she is not",2
"If you defend the audio posted of Phantom, then you are defending child pornography and revenge porn. two felony ch… https://t.co/9YjT30zzUy",Revenge Porn,21,if you defend the audio posted of phantom then you are defending child pornography and revenge porn two felony ch,2
"does not matter who did it first, do NOT encourage revenge porn",Revenge Porn,12,does not matter who did it first do not encourage revenge porn,2
Lookit! The nearly-50 revenge porn guy is lashing out at all the people who said “maybe don’t be an asshole.” I hop… https://t.co/l28zdl7deI,Revenge Porn,23,lookit the nearly50 revenge porn guy is lashing out at all the people who said maybe dont be an asshole i hop,2
@stevek3384 @AvaGraceVIP @SR_Duncan @athenapandora7 @BiddyCross @beeonroids @ShotgunRain5746 @MasterMorgan317… https://t.co/sGvEMNoedG,Revenge Porn,9,,2
esp on the issue of deepfakes this is a massive problem for women esp but the laws to protect them are WEAK and rev… https://t.co/sGgQ5s0zdr,Revenge Porn,25,esp on the issue of deepfakes this is a massive problem for women esp but the laws to protect them are weak and rev,2
@maggotcircus revenge porn? I'm not even using this account but for anything to stop you from hacking this account too,Revenge Porn,20,revenge porn im not even using this account but for anything to stop you from hacking this account too,2
@trusfrated_self @bxngtxnrecords @sarasfilter A technology that lets you replace someones face in a video with some… https://t.co/keKip2jqDs,Revenge Porn,17,a technology that lets you replace someones face in a video with some,2
Like that sht counts as revenge porn and can get you sued/arrested like im serious.,Revenge Porn,15,like that sht counts as revenge porn and can get you suedarrested like im serious,2
@JokersBBUpdates Didn’t he release revenge porn of her?,Revenge Porn,8,didnt he release revenge porn of her,2
@Lexual__ I just relized revenge porn should def be in the orange section !,Revenge Porn,14,i just relized revenge porn should def be in the orange section,2
"@yorkshiregirl91 Again, read me the guilty verdict. There is none. He never served a day in prison. And Revenge por… https://t.co/Z9bKWkqsaO",Revenge Porn,21,again read me the guilty verdict there is none he never served a day in prison and revenge por,2
"@Kitten0727 @Hunty1998 @OnlyFans honest questions, can they actually use it as revenge porn when it's sold and post… https://t.co/aG4EfWdTKi",Revenge Porn,19,honest questions can they actually use it as revenge porn when its sold and post,2
@ThugBePhine Like I said google is a wonderful thing. He’s also due in court for revenge porn. Obviously you’re ok with that 👍,Revenge Porn,23,like i said google is a wonderful thing hes also due in court for revenge porn obviously youre ok with that,2
He a slut. This ain't no revenge porn or nothing,Revenge Porn,10,he a slut this aint no revenge porn or nothing,2
"@yorkshiregirl91 @stephen__bear @Jessica_Smithxo He ain't no International Playboy, he's is just an International n… https://t.co/q02ssGkvZ1",Revenge Porn,15,he aint no international playboy hes is just an international n,2
do your parents know that you’re a sexual assaulter and harass woman online with revenge porn,Revenge Porn,16,do your parents know that youre a sexual assaulter and harass woman online with revenge porn,2
"@maggotcircus it is literally revenge porn, i’m so sorry evan",Revenge Porn,10,it is literally revenge porn im so sorry evan,2
Isnt revenge porn...illegal? https://t.co/XNZsyYOO79,Revenge Porn,4,isnt revenge pornillegal,2
The truth is out. This isn’t about health and saving lives. It’s about LARPing revenge porn and domination. https://t.co/eimEFwITmI,Revenge Porn,19,the truth is out this isnt about health and saving lives its about larping revenge porn and domination,2
The revenge porn https://t.co/sS506yFsRd,Revenge Porn,4,the revenge porn,2
"my ex reactivating my nsfw account, changing the password, and pretending to be me this is literally revenge porn at this point",Revenge Porn,22,my ex reactivating my nsfw account changing the password and pretending to be me this is literally revenge porn at this point,2
"Pretty sure allll these SW sites have FAR MORE IMPORTANT THINGS to worry about (like under age, poop, pee, blood, e… https://t.co/mEcIt61bjh",Revenge Porn,22,pretty sure allll these sw sites have far more important things to worry about like under age poop pee blood e,2
"@justsomedoglol @MistTehKittagon @bluberrydaproto Funny you ask that, yes.

It would be extremely beneficial for pe… https://t.co/2pWf1VwDzr",Revenge Porn,16,"funny you ask that yes

it would be extremely beneficial for pe",2
"@mrmarksteel Is this not technically ""revenge porn""?",Revenge Porn,7,is this not technically revenge porn,2
@KiharaLewin @shobanes @DavidNdii Not really. Your mentality is what got us here. You are blind by hate so much tha… https://t.co/8lOOJTkmVW,Revenge Porn,21,not really your mentality is what got us here you are blind by hate so much tha,2
Security Summit 2021 - Women for Security su Sexting e Revenge Porn https://t.co/taU49yMlJD,Revenge Porn,13,security summit 2021  women for security su sexting e revenge porn,2
"@CommodoreBlog I know what you mean Sarah, someone sent me this, it’s absolutely disgusting isn’t it 😉🤣🤣
 I think i… https://t.co/NgDWKuFvW2",Revenge Porn,21,"i know what you mean sarah someone sent me this its absolutely disgusting isnt it 
 i think i",2
@joedyg304 @harbing3r13 @OGWolf11 @DeathMatch4TJC @JustJeremyHeyYo @RedRebelOnDrugs @Mortheous @ALLELITEMIKEY… https://t.co/ERYTxZ6wHt,Revenge Porn,9,,2
@sashacela It’s funny how Chris brown can beat up Rhianna and you all condone it by listening to his music that’s w… https://t.co/Kk9FzxlZkt,Revenge Porn,23,its funny how chris brown can beat up rhianna and you all condone it by listening to his music thats w,2
@Boobah_12 @Sphinx_Mnguni @Ronald_the1 @Melida_ZAR @Cellular_Jnr It’s not revenge porn if it’s unsolicited nudes. I… https://t.co/I7ovNig132,Revenge Porn,15,its not revenge porn if its unsolicited nudes i,2
@sashacela Sexual predator… please he hasn’t gone out raping 100’s of women he has done something wrong by outing t… https://t.co/D1v33iD4l8,Revenge Porn,21,sexual predator please he hasnt gone out raping 100s of women he has done something wrong by outing t,2
"@ClunkSpider This is my issue with tlou2, the story never reached this high! It's really a big wasted opportunity t… https://t.co/E6Z7Uvf7Js",Revenge Porn,21,this is my issue with tlou2 the story never reached this high its really a big wasted opportunity t,2
"@XXVmile @Sphinx_Mnguni @Ronald_the1 @Melida_ZAR @Cellular_Jnr Just because it’s in her possession, doesn’t mean sh… https://t.co/967WgZEq0e",Revenge Porn,15,just because its in her possession doesnt mean sh,2
@kelvinkhleung @morton_sammy @feeIlikepabIo @ThisBeATestYo I think the reason she’s mad at Kanye is that he tried t… https://t.co/1XQwKCg7Hp,Revenge Porn,18,i think the reason shes mad at kanye is that he tried t,2
"@technicaIIyneon I feel kind of bad because I think the timer used my ss in the original post but at the same time,… https://t.co/PQghLOv4Io",Revenge Porn,24,i feel kind of bad because i think the timer used my ss in the original post but at the same time,2
@classorcreed @357RLART @stephen__bear I need help?? Do you condone revenge porn as well as underage sex?,Revenge Porn,16,i need help do you condone revenge porn as well as underage sex,2
@sashacela @stephen__bear @Jessica_Smithxo FYI I do not condone revenge porn I was only speaking about this video 👏🏻,Revenge Porn,18,fyi i do not condone revenge porn i was only speaking about this video,2
@sashacela @stephen__bear @Jessica_Smithxo FYI I do not condone revenge porn I was only speaking about this video 👏🏻,Revenge Porn,18,fyi i do not condone revenge porn i was only speaking about this video,2
@sashacela @stephen__bear @Jessica_Smithxo Have I said anything about the revenge porn? NO I’m on about this video… https://t.co/bCE6PD2Akr,Revenge Porn,18,have i said anything about the revenge porn no im on about this video,2
@lucas20996909 @stephen__bear Yep haters of deviants who like revenge porn and underage girls. You’re obviously ok with that though?,Revenge Porn,19,yep haters of deviants who like revenge porn and underage girls youre obviously ok with that though,2
What is #doxing and why is it happening to more women since the beginning of the pandemic? https://t.co/QFgpyFeSba https://t.co/qVbThMGwY1,Revenge Porn,19,what is  and why is it happening to more women since the beginning of the pandemic,2
"@M_Millerman Every story always has been revenge porn.

These people are ghouls.",Revenge Porn,12,"every story always has been revenge porn

these people are ghouls",2
"The Criminalization of ""Revenge Porn"" | Psychology Today https://t.co/NKa5v525Lz",Revenge Porn,9,the criminalization of revenge porn  psychology today,2
@Aspiring_Daddy @jameslo207 @silasgreeen It's not revenge porn unless you are using it as 'revenge' if the video is… https://t.co/M565vOtT3M,Revenge Porn,19,its not revenge porn unless you are using it as revenge if the video is,2
"@tsunyami I agree but to a certain point. I am more concerned with what people do, rather than say. There were thre… https://t.co/r4rkwy97WH",Revenge Porn,23,i agree but to a certain point i am more concerned with what people do rather than say there were thre,2
